Index,SeriesName,SeriesCode,CountryName,CountryCode,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
114,GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3.046949136,2.912658275,3.121681176,3.171699192,2.875257985,2.896720003,3.036325255,3.222200634,3.204095003
115,GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,0.594586467,0.657645338,0.664078212,0.673969956,0.589859028,0.428926488,0.461415094,0.503318727,0.503570773
116,GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1.176242453,1.165794329,1.16233144,1.251820765,1.287430487,1.266546338,1.291542413,1.418177623,1.407813143
117,GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,5.72332549,5.942218604,5.377727318,5.43517196,4.869378373,4.523091281,5.303309171,5.495428925,4.957458222
118,GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,6.568102582,9.429633377,9.10191698,8.829356719,6.956253801,7.670116404,8.510868408,9.762389302,9.396981967
119,GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,0.699429338,0.698466479,0.715923743,0.743413381,0.792552891,0.777147596,0.911444267,1.038651647,1.071050761
120,GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,54.15934661,50.07300566,52.18406185,52.83017423,45.17523189,46.00785292,48.67522234,53.04453244,52.33131673
121,GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,38.43754316,39.9827543,42.96298821,44.55328221,38.61599518,40.10561339,42.84942632,42.94993058,42.08435337
122,GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,1.655801824,1.760468584,1.811632521,1.934063237,2.04984969,2.107572722,2.159157868,2.02055193,1.912903745
123,GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,0.512595605,0.529744994,0.552570095,0.564597482,0.484238633,0.498104164,0.51797503,0.572427154,0.55389505
124,GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2.487598154,2.723822777,2.961550284,3.0989863,2.687480145,2.176002245,1.968564738,2.027777979,2.229858696
125,GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,5.063786986,4.698141294,5.21067583,5.468480869,4.840273123,5.12915896,5.43087421,6.088972445,6.022216179
126,GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,100.6005624,101.5241419,102.9134508,97.01918275,74.35551586,70.4591825,75.49675406,81.73446557,75.41963487
127,GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,20.87678803,21.87262025,20.86579182,20.03517398,16.02861152,14.61873313,15.13052074,16.52118228,15.343062
128,GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1.164976129,1.198109001,1.20890431,1.251164104,1.356667756,1.368454326,1.464993305,1.482305667,1.284702041
129,GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,11.09670893,12.04069161,12.55919573,13.71098377,15.87646193,16.64684908,16.06619497,15.6606746,14.90198353
130,GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,9.358251475,10.72228363,11.88912763,12.79607004,13.63030797,14.34396363,15.15034561,15.59257368,15.73101603
131,GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2.406909678,2.79067667,2.729891904,2.920783721,2.679345589,2.509631457,2.695251883,2.801373997,2.829170309
132,GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5.32296376,5.183082877,5.926832863,6.102943233,5.406703857,5.319410218,5.680580768,5.805675616,5.414799138
133,GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,5.86932308,6.528972218,6.756752769,6.672880255,6.229101696,6.20499726,6.710508029,6.941235848,6.977695784
134,GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,2.450733656,2.694305473,2.871430902,2.959648452,3.001040371,3.073653615,3.123234229,3.252092324,3.485084218
135,GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,13.87956099,13.09727085,13.6964663,14.27130585,12.57849547,12.44743959,13.86468176,15.46848222,15.69250703
136,GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,23.18691313,20.56488986,21.64704181,22.07430076,19.24236647,19.97840121,21.49042986,23.56255452,23.25205852
137,GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,27.27888305,27.94473389,28.51316574,28.98145733,29.7634883,30.6271634,31.10875275,31.62189347,32.87371927
138,GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,82.40957733,85.0761415,85.05086635,83.85847685,63.03906349,57.16307568,59.12493237,65.9080669,62.08806183
139,GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,9.099217539,8.507104775,9.547852151,10.04367745,8.969148921,9.548587403,10.80779539,12.39988934,12.91952964
140,GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,14.31108432,15.42087454,15.97464463,14.09564874,9.313013625,8.704898413,10.72033259,11.37081346,11.58499538
141,GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,0.668868963,0.725627681,0.723258313,0.743994758,0.75163937,0.745342752,0.772318472,0.783287184,0.820025242
142,GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,3.933459357,4.02219912,4.037509315,3.937758712,4.07366601,4.109165135,4.259765001,4.188528346,4.324014018
143,GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1.254517923,1.330547404,1.564675304,1.77046575,1.58482776,1.700046541,1.813783235,1.95358829,1.946643614
144,GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,23.74580161,25.2433587,24.84474437,24.46390316,20.62793278,19.87929753,20.80374592,23.33896346,23.13979866
145,GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1.373520789,1.329981379,1.376069816,1.396658225,1.219248662,1.269902108,1.361699588,1.465591006,1.446830965
146,GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,6.809159804,6.015945228,6.755073675,6.600056809,5.588980728,5.765200762,6.292543629,7.252401858,7.411836116
147,GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,12.18909516,12.00668296,14.76567398,14.70033434,14.74534146,15.06862035,15.90608391,16.39082491,17.44827029
148,GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,0.448337526,0.566378657,0.716835305,0.714700712,0.588228453,0.501415713,0.499380708,0.533991184,0.527533634
149,GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,53.89042873,55.54648854,56.96742579,57.56253079,55.64661875,56.82829535,60.91374533,66.1887794,65.23328244
150,GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,18.36156948,17.48189544,18.26001577,18.67434406,16.31098841,16.50867036,17.55660082,19.40634753,19.2662755
151,GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,25.09513229,22.64310025,23.4966025,24.21492207,20.88176693,21.66364341,23.51281727,26.11591337,25.94618219
152,GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,1.938894767,2.141829226,2.248591321,2.274887866,2.167173826,2.225490435,2.332814874,2.441517393,2.37363247
153,GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,8.007412846,7.501469984,6.832456891,6.433187277,5.734633629,5.272918425,6.132479841,6.374028196,6.001400814
154,GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,31.63644631,28.32442934,29.05954795,29.46155033,25.73201836,26.50534322,28.17016786,30.38936099,29.60037825
155,GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,3.200833829,3.350521876,3.610289363,3.81925353,3.843780672,3.886291502,4.077043721,4.080567125,3.853083693
156,GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,16.53976901,16.04648694,16.68602118,18.05117903,18.02897343,18.81048765,19.1587448,19.27652127,19.93497453
157,GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,8.983436673,9.086799462,9.378562363,9.843915819,10.09389976,10.3618141,11.04744499,11.35788901,11.61141545
158,GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,6.242195332,6.390310632,6.639607146,6.684807367,6.920878074,7.07506582,7.212960181,7.361400962,7.457509504
159,GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1.437773295,1.457894582,1.55722831,1.709999605,1.909738755,1.299261195,1.111868449,0.623867252,0.441505603
160,GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,8.263203803,9.200974786,9.402164419,9.471922001,8.562081369,5.5391179,5.637514946,6.015164607,6.359833614
161,GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,60.75575955,58.03782132,61.1269432,60.02036046,51.54548361,51.96515715,53.79150873,54.58906039,51.61502065
162,GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,88.41562803,83.53823003,85.1124644,86.60556338,82.08159716,80.17223209,80.44999451,82.81810816,81.99372713
163,GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,0.847382102,0.969296473,1.048227293,1.104171689,0.929095857,0.802518004,0.806041573,0.826621531,0.870787589
164,GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,0.781437014,0.867867681,0.970416938,1.030092917,0.947933447,0.966474622,1.004841121,1.060994615,1.12212181
165,GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,5.492121256,5.860582507,6.168262985,5.951883702,5.840046523,5.994231475,6.592914902,7.295475616,7.806742211
166,GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,0.94751332,1.013050025,1.210032646,1.232456096,1.332782859,1.353747925,1.286405751,1.230228191,1.560509822
167,GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,0.587097137,0.571806724,0.621398854,0.64093422,0.570910279,0.597471089,0.626091528,0.679972761,0.679290249
168,GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4.002659165,4.581738647,4.428146521,4.354028863,4.336196576,4.158288378,4.513609531,4.740792149,4.903152903
169,GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,19.0341492,19.15741704,20.14366445,20.27085937,18.28970434,16.17694737,16.23819319,17.12991309,17.39798176
170,GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,4.264674946,4.152678587,4.222703245,4.305474165,3.861688531,3.697930831,3.481228739,3.438789089,3.317453593
171,GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,11.42077326,11.79531671,12.61448026,12.15733796,11.00624974,10.89531869,10.59147437,9.455593654,9.126561346
172,GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,21.83508404,21.34565256,21.71656445,23.77986372,26.18242962,28.2407068,27.54587094,29.55470596,31.35332932
173,GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,3.64072324,3.507940655,3.454828692,3.398706483,3.197772252,3.255928693,3.572493579,3.700744263,4.059029996
174,GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,0.829010345,0.786728053,0.806595521,0.879720233,0.843629416,0.733431251,0.747196907,0.770452453,0.794341078
175,GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,3.569758121,3.855417729,4.029711252,3.104643206,2.124662319,2.18773051,2.640675677,3.096817402,3.659031312
176,GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,39.19467662,40.97649971,42.41263028,43.75183889,38.66338381,38.14184676,40.64480404,43.83935635,43.10332306
177,GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,42.03857225,42.46277157,43.444533,47.42560768,44.97483188,41.06413343,40.36141738,43.04322782,42.33011754
178,GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,49.88681811,51.61060528,53.11766785,55.06474455,56.83938177,57.95158408,60.06222231,62.99647129,65.29751751
179,GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,14.23668119,15.17158466,16.97367421,16.83197294,15.61376427,15.38714403,17.32214739,17.27797011,16.19012696
180,GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1.926292997,2.137025122,2.281410973,2.492336643,2.615025134,2.567799207,1.826566919,1.529082864,1.724841134
181,GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,3.264537017,3.133090209,3.124233078,3.088258303,2.801939848,2.889853036,3.082356323,3.125257989,3.11535862
182,GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,1.374621285,1.446536354,1.607152365,1.673146354,1.602037841,1.138682995,0.960528534,0.824117629,0.77433449
183,GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1.672908251,1.763072733,1.878909697,1.763062571,1.337795586,1.280578447,1.534866751,1.516390661,1.305063254
184,GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1.093654002,1.304969802,1.430000818,1.43489934,1.445071062,1.464583529,1.548170056,1.683740577,1.46398591
185,GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,6.867600192,7.466811811,7.522595344,7.46154515,6.40036035,6.112105953,6.10858822,6.601825189,6.584740241
186,GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,9.920892099,10.18727161,10.30663453,10.37628359,10.08396487,9.518183873,9.767970059,10.18721231,10.5009719
187,GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,13.91044737,13.01471588,13.71268451,14.15414254,12.51320184,12.82237622,14.24486448,16.0374819,16.30079207
188,GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,3.257344363,3.366870461,3.378149213,3.448531261,3.302729124,3.334119688,3.555344906,3.585322188,3.644014598
189,GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,8.861509063,9.420554328,9.466303549,9.703353763,9.598345328,9.858049013,10.46744302,11.31863549,11.53013813
190,GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,4.858636743,5.37890505,5.89153524,6.30640729,6.522749115,6.612327237,7.173567315,7.971673386,8.222276873
191,GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,4.910536158,5.436224366,5.954183834,6.373317553,6.591780256,6.682125802,7.249101815,8.055429563,8.308522906
192,GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,40.61534797,37.59991575,39.10515174,39.85837398,34.37078718,35.14774223,37.14066985,40.03850678,38.98468599
193,GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,26.11877026,25.075845,26.0795428,26.30579252,22.55446725,22.38304979,23.62910622,25.21527196,24.74414029
194,GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,9.628084899,10.20646012,10.74821505,9.91010935,7.47289502,7.058861719,7.879818681,8.031864209,8.133260847
195,GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,10.01776248,10.40644243,10.97312452,10.3193232,8.007285013,7.665377184,8.552952742,8.894670685,9.017278287
196,GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,35.72153221,33.15911101,34.56374263,35.24219074,30.46962439,31.17222864,33.08091864,35.733716,34.91849837
197,GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,2.188810694,2.467646304,2.530412354,2.694563718,2.364247697,2.075899974,2.055573604,2.175936541,2.228255245
198,GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,0.851248196,0.879591256,0.954138989,0.978223324,0.942457852,0.907015699,0.939509104,0.972942914,0.976741809
199,GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,41.5386329,41.34481369,41.62914595,42.29854932,39.73536008,40.34382132,42.0138899,44.41786792,44.61747653
200,GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,5.288467383,5.567686961,5.82446188,5.966696835,5.581960562,5.573106122,6.09441443,6.448829193,6.561994287
201,GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,4.312898627,4.530902386,4.738082014,4.85021744,4.54002888,4.505970924,4.889160082,5.15265366,5.228544142
202,GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,1.721487865,1.85973355,1.972599398,2.068654591,1.949312703,1.774194366,1.718482332,1.756039606,1.765663465
203,GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,0.918483096,0.942110647,1.028266348,1.07440999,1.079850928,1.066081166,1.118026547,1.170105606,1.200918607
204,GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,1.19193609,1.25594428,1.351086986,1.414740409,1.376563719,1.306015544,1.319412191,1.365854651,1.388828141
205,GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,7.502298838,7.978121731,8.547207141,8.818097994,8.218989911,8.188047858,9.029711738,9.838443252,9.99948842
206,GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,10.20463392,10.19839937,10.33777516,10.43058316,8.884945458,8.58962837,9.448255479,9.092672378,8.869894814
207,GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,9.882387959,9.837430779,9.948781209,10.07572552,8.475776301,8.155110618,9.005799324,8.593741441,8.390062921
208,GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,10.14002156,10.1237367,10.25936423,10.34754534,8.742373,8.429033959,9.303048562,8.934498183,8.702137464
209,GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,0.909273007,0.942424283,1.00425339,1.059646708,1.026911616,0.986659726,1.047708059,1.063167911,1.079204614
210,GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,8.327377895,8.897037306,8.655902047,8.541767481,7.383279894,7.277532087,7.416585843,7.943946907,7.991129005
211,GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,4.518535355,4.7716412,4.992768328,5.119579614,4.804804295,4.780829297,5.196359761,5.478717948,5.573244107
212,GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,50.11418463,51.7256371,53.07978251,54.65493266,55.51993503,56.38885542,58.56415832,61.30589217,63.34407752
213,GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,37.44099536,37.19015462,37.45262624,37.98795931,35.61207571,36.04474755,37.416315,39.33153423,39.4858942
214,GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,14.89627935,15.2194406,15.55607372,15.75351294,12.80790613,12.40235697,13.23082501,14.38279798,13.77829351
215,GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,3.451503949,3.624678381,3.72128613,3.987523359,3.841599487,3.967604572,4.216561939,4.341143524,4.264667414
216,GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,42.36674052,42.15144803,42.39154145,43.07123607,40.58725825,41.2996861,42.9295336,45.32199861,45.61888616
217,GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,1.568493608,1.678590254,1.788496309,1.834320625,1.5849292,1.400231865,1.416520679,1.455982289,1.485649585
218,GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,13.20894091,13.52684624,13.82104603,14.01221432,11.74904324,11.35362371,12.04834977,13.01375137,12.61546585
219,GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,1.367313138,1.364416403,1.381856627,1.494420765,1.541803699,1.650330139,1.866159019,1.898971004,1.956575921
220,GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,1.367313138,1.364416403,1.381856627,1.494420765,1.541803699,1.650330139,1.866159019,1.898971004,1.956575921
221,GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,1.740050894,1.781692586,1.847299421,1.866679898,1.669496764,1.50643565,1.563375085,1.596166175,1.596213734
222,GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1.728555468,1.770419535,1.835658144,1.854672986,1.658630614,1.495055617,1.551297507,1.583532021,1.583926065
223,GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.740050894,1.781692586,1.847299421,1.866679898,1.669496764,1.50643565,1.563375085,1.596166175,1.596213734
224,GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,10.49004879,10.60743728,10.78385444,10.95268397,10.2490914,10.28637614,10.82770326,11.38567523,11.44173286
